"","id","Date.Created","Gender","District","Sector","Village","Cell","Latitude","Longitude","Has.BXW"
"395","-LvF5dEAbF5FgzvmzWfd","2019-12-04T10:49:52.847+02:00","","Kayonza","Kabarondo","Rusera","Rusera",-1.99843694921583,30.5585663113743,"NO"
"396","-LvF_sWTRXlls8YBG-4D","2019-12-04T13:06:50.701+02:00","","Gatsibo","Kage","Ruki","Nyagispzi",-1.68838553130627,30.2811020985246,"NO"
"398","-LvFa5Gp7C7ifo38CGbq","2019-12-04T13:07:37.852+02:00","","Gatsibo","Kage","Ruki","Nyagispzi",-1.6418014280498,30.3227895777673,"NO"
"399","-LvFaI2BiKtzLHRCyBXT","2019-12-04T13:08:31.902+02:00","","Gatsibo","Kage","Ruki","Nyagispzi",-1.64219931699336,30.3223714884371,"NO"
"400","-LvFakxk0eiT6oaxbg-d","2019-12-04T13:10:37.962+02:00","","Gatsibo","Kage","Ruki","Nyagispzi",-1.64221436250955,30.3223901800811,"NO"
"401","-LvFaycul4-WQqpEdp59","2019-12-04T13:10:02.589+02:00","","Gatsibo","Gitoki","Rushashi","Cyabusheshe",-1.64236221928149,30.3224174212664,"NO"
"402","-LvFbCO9tzn3X4fVrmHZ","2019-12-04T13:11:14.459+02:00","","Gatsibo","Kage","Ruki","Nyagispzi",-1.64229344576597,30.322302589193,"NO"
"403","-LvFkdp5EEI55abZJIdD","2019-12-04T13:53:52.338+02:00","","Gatsibo","Gitoki ","Rukira","Nyamirama",-1.64228099863976,30.3223021700978,"NO"
"405","-LvG7Jg-IwEARwpntDwx","2019-12-04T15:37:17.109+02:00","","Gatsibo","Remera","Amataba","Kigabiro",-1.70334848575294,30.346881262958,"NO"
"406","-LvGBaQdnMCTPRAxLB4V","2019-12-04T15:55:58.068+02:00","","Gatsibo","Remera","Amataba","Kigabiro",-1.70327137224376,30.3469590470195,"NO"
"408","-LvKJcK2vnUXLRkXdu4A","2019-12-05T11:09:25.908+02:00","","Gatsibo","Gatsibo","Kizinga","Nyagahanga",-1.60996209830046,30.2207835763693,"NO"
"409","-LvKJks15I3sgtMP52bl","2019-12-05T11:10:10.506+02:00","","Gatsibo","Gatsibo","Kizinga","Nyagahanga",-1.61002370528877,30.2208244800568,"NO"
"411","-LvKLnURpU7UO0jxk-PD","2019-12-05T11:18:59.188+02:00","","Gatsibo","Gatsib0","Kizinga","Nyagahanga",-1.61006108857691,30.2207937184721,"NO"
"413","-LvKMB881TsiLrvGZvBt","2019-12-05T11:20:47.175+02:00","","Gatsibo","Gatsib0","Kizinga","Nyagahanga",-1.61004893481731,30.2207973226905,"NO"
"414","-LvKMbbVoSbNOMP0SvOR","2019-12-05T11:22:49.744+02:00","","Gatsibo","Gatsibo","Kizinga","Nyagahanga",-1.61003828980029,30.220801262185,"NO"
"416","-LvKNS5zFlYKiETGcf3d","2019-12-05T11:25:07.714+02:00","","Gatsibo","Gatsib0","Kizinga","Nyagahanga",-1.60999575164169,30.2208087220788,"NO"
"417","-LvTsy90WThW2i7DgwZ0","2019-12-07T07:44:57.771+02:00","","Rubavu","Cyanzarwe ","Hanika ","Rwangara ",-1.63550749886781,29.3135366868228,"NO"
"421","-Lv_umMsFhQhXjFeqmVD","2019-12-08T16:30:12.665+02:00","","Rulindo","Kinihira ","Ndusu ","Rebero ",-1.66161012835801,29.9886089656502,"NO"
"422","-Lv_uwqAErBztzowhM1c","2019-12-08T16:30:59.104+02:00","","Rulindo","Kinihira ","Ndusu ","Rebero ",-1.66164290159941,29.9885471072048,"NO"
"465","-LvfA_bD0Z5HXEMVCqht","2019-12-09T17:01:45.242+02:00","Gitsina Gabo","Burera","Rugarama","Rwambeho","Rurembo",-1.40548276249319,29.746325276792,"NO"
"466","-LvisXTSHFmp291y8pwu","2019-12-10T10:16:59.905+02:00","","Rulindo","Kinihira","Ndusu","Rebero",-1.66752951219678,29.9834577832371,"NO"
"467","-LvisaSoiBtlSFEC0wLF","2019-12-10T10:17:18.639+02:00","","Rulindo","Kinihira","Ndusu","Rebero",-1.66746522299945,29.9834984354675,"NO"
"468","-LviseDkR5ZANQR_ddYr","2019-12-10T10:17:35.873+02:00","","Rulindo","Kinihira","Ndusu","Rebero",-1.66740546002984,29.9834899697453,"NO"
"470","-Lvisp6PMEX1PHBix0xi","2019-12-10T10:18:20.358+02:00","","Rulindo","Kinihira","Ndusu","Rebero",-1.66738781612366,29.9834939930588,"NO"
"471","-LvisuN7Y5z-XJ50DJET","2019-12-10T10:18:40.993+02:00","","Rulindo","Kinihira","Ndusu","Ebero",-1.66740034706891,29.9835007824004,"NO"
"472","-Lvit-My_eNWuvIQ32Wo","2019-12-10T10:19:06.274+02:00","","Rulindo","Kinihira ","Ndusu ","Rebero ",-1.66740546002984,29.9834770616144,"NO"
"473","-Lvit4mlo3bMs3ljgq5N","2019-12-10T10:19:29.067+02:00","","Rulindo","Kinihira ","Ndusu ","Rebero ",-1.66744808200747,29.9834822583944,"NO"
"474","-Lvit9QBH9trfg_n_inn","2019-12-10T10:19:47.763+02:00","","Rulindo","Kinihira ","Ndusu ","Rebero ",-1.6674376046285,29.9834946636111,"NO"
"476","-LvitHzOrivCqv9Eo1KO","2019-12-10T10:20:16.53+02:00","","Rulindo","Kinihira ","Ndusu ","Rebero ",-1.66743743699044,29.9834869522601,"NO"
"478","-LvitRIIWN8Ed9jZQkrk","2019-12-10T10:21:01.099+02:00","","Rulindo","Kinihira ","Ndusu ","Rebero ",-1.6674397001043,29.983468009159,"NO"
"479","-LvitVmZN9DxZxaN7oQh","2019-12-10T10:21:17.813+02:00","","Rulindo","Kinihira ","Ndusu ","Rebero ",-1.6674404963851,29.9834602978081,"NO"
"481","-Lvith-fUdGzDQ2_GLfT","2019-12-10T10:22:08.269+02:00","","Rulindo","Kinihira ","Ndusu ","Rebero ",-1.66744812391698,29.9834843538702,"NO"
"482","-LvitlJirkFdFab8xNDD","2019-12-10T10:22:26.448+02:00","","Rulindo","Kinihira ","Ndusu ","Rebero ",-1.66743588633835,29.9834939930588,"NO"
"483","-Lvitpp7hUIUNw4tFyaD","2019-12-10T10:22:43.198+02:00","","Rulindo","Kinihira ","Ndusu ","Rebero ",-1.66742398403585,29.9834922328591,"NO"
"484","-Lvitv1teU4le3fRCb0y","2019-12-10T10:23:02.775+02:00","","Rulindo","Kinihira ","Ndusu ","Rebero ",-1.66742620524019,29.9834910593927,"NO"
"485","-Lviu1CHPECXokdGrS-A","2019-12-10T10:23:35.365+02:00","","Rulindo","Kinihira ","Ndusu ","Rebero ",-1.6674230620265,29.9834790732712,"NO"
"486","-Lviu6kN_CHGrqCLFVqU","2019-12-10T10:23:58.442+02:00","","Rulindo","Kinihira ","Ndusu ","Rebero ",-1.66740034706891,29.9834753852338,"NO"
"487","-LviuCBR8E9U00A2AOOj","2019-12-10T10:24:21.574+02:00","","Rulindo","Kinihira ","Ndusu ","Rebero ",-1.66741229128093,29.983468092978,"NO"
"493","-Lviupph0BXVPfUYGRsx","2019-12-10T10:27:06.117+02:00","","Rulindo","Kinihira ","Ndusu 
","Rebero ",-1.667411159724,29.9834668356925,"NO"
"495","-Lviv1wTBXlfuCFILUiw","2019-12-10T10:28:00.622+02:00","","Rulindo","Kinihira ","Ndusu ","Rebero ",-1.66740441229194,29.9834716971964,"NO"
"500","-LvivQvVVJn1rJKNfqct","2019-12-10T10:29:43.341+02:00","","Rulindo","Kinihira ","Ndusu ","Rebero ",-1.66739908978343,29.9834687635303,"NO"
"512","-LvsenQyWBuFxLG89C06","2019-12-12T07:52:45.527+02:00","","Gisagara","Kibirizi","Rubazi","Ruturo",-2.62589121703058,29.7596972621977,"YES"
"513","-Lvsf0SKJQls0s3iCWNi","2019-12-12T07:53:47.166+02:00","","Gisagara","Kibirizi","Ribazi","Ruturi",-2.62588664889336,29.7596664167941,"NO"
"514","-LvsfEVhAeUz5lC5_vU4","2019-12-12T07:54:39.903+02:00","","Gisagara","Kibirizi","Rubazi","Ruturo",-2.62599842157215,29.7595889680088,"YES"
"515","-LvtRDdCsmDDuTFBzLVV","2019-12-12T11:29:27.835+02:00","","Burera","Rusarabuye ","Ndago ","Ndago ",-1.49371587205678,29.8358196113259,"NO"
"523","-LvtST6Bd3lPGco1PBcR","2019-12-12T11:34:34.303+02:00","Gitsina Gabo","Burera","Rusarabuye ","Ndago ","Ndago ",-1.49380547460169,29.8359289951622,"NO"
"524","-LvtVImtDE8NCUJvptpq","2019-12-12T11:47:17.513+02:00","Gitsina Gabo","Burera","Rusarabuye ","Ndago ","Ndago ",-1.49367379490286,29.8358087148517,"NO"
"525","-LvtVMtTJ6fSmPnJu3pc","2019-12-12T11:47:34.32+02:00","Gitsina Gabo","Burera","Rusarabuye ","Ndago ","Ndago ",-1.49368972051889,29.8357901908457,"NO"
"526","-LvtVPUh06iFFhAfJGUz","2019-12-12T11:47:44.959+02:00","Gitsina Gabo","Burera","Rusarabuye ","Ndago ","Ndago ",-1.49368263781071,29.8358586709946,"NO"
"527","-LvtVUN_iCi9VKDKjEoU","2019-12-12T11:48:04.983+02:00","","Burera","Rusarabuye ","Ndago ","Ndago ",-1.4936659578234,29.8358776979148,"NO"
"528","-LvtVYS4sx91XxBadEKJ","2019-12-12T11:48:21.654+02:00","","Burera","Rusarabuye ","Ndago ","Ndago ",-1.4936630660668,29.8358711600304,"NO"
"529","-LvtVaXItZCOfoQ9OhuE","2019-12-12T11:48:34.277+02:00","","Burera","Ndago ","Ndago ","Ndago ",-1.49365480989218,29.8358525522053,"NO"
"530","-LvtVdVY5yoE2bpPe7Mq","2019-12-12T11:48:46.451+02:00","","Burera","Ndago ","Ndago ","Ndago ",-1.49363004136831,29.8358236346394,"NO"
"531","-LvtVgSxKfQRrc5tuHbT","2019-12-12T11:48:58.574+02:00","","Burera","Rusarabuye ","Ndago ","Ndago ",-1.49364395532757,29.8358555696905,"NO"
"532","-LvtxkbnWkjRUMQ_-0i1","2019-12-12T13:55:26.362+02:00","","Karongi","Gishyita","Gitwa","Kigarama",-2.15491044335067,29.2919840477407,"NO"
"533","-Lvu-DFYz_QYVs6Kg_EX","2019-12-12T14:06:31.952+02:00","","Karongi","Gishyita","Gitwa","Kigarama",-2.15513549745083,29.2920572217554,"NO"
"540","-LwHxKWtdPu3WQQEaiH8","2019-12-17T10:23:08.521+02:00","","Burera","Kinoni","Karambo","Nkumba",-1.46970067173243,29.73962277174,"YES"
"541","-LwHyJnezIR3zTi_NtWO","2019-12-17T10:27:51.107+02:00","","Burera","Kinoni","Karambo","Nkumba",-1.46969710942358,29.7395836282521,"YES"
"544","-LwHzpNVoi2A1qPzWYSe","2019-12-17T10:35:06.833+02:00","","Burera","Kinoni","Karambo","Nkumba",-1.46969907917082,29.7395721450448,"NO"
"545","-LwI-Q9rmV2C4CiVxtwB","2019-12-17T10:37:07.79+02:00","","Burera","Kinoni","Karambo","Nkumba",-1.46969777997583,29.739567283541,"YES"
"546","-LwI1NCK7KfJ0tztakqy","2019-12-17T10:46:08.892+02:00","","Burera","Kinoni","Karambo","Nkumba",-1.46969233173877,29.739525122568,"NO"
"551","-LwI2jxFN6vO1YHsJeJ1","2019-12-17T10:52:20.146+02:00","","Burera","Kinoni","Karambo","Nkumba",-1.46969342138618,29.7395312413573,"NO"
"552","-LwI3H-E0yC4DjiVjw-E","2019-12-17T10:53:46.532+02:00","","Burera","Kinoni","Karambo","Nkumba",-1.46969853434712,29.739495953545,"YES"
"554","-LwI4-TpwcSUYkUgKsGB","2019-12-17T10:56:50.366+02:00","","Burera","Kinoni","Karambo","Nkumba",-1.46970322821289,29.7395034972578,"YES"
"564","-LwI6BjAJ0_S3stM21uD","2019-12-17T11:07:07.339+02:00","","Burera","Kinoni","Karambo","Nkumba",-1.46970423404127,29.7395017370582,"YES"
"566","-LwIAMctHE3MrkMbi1O4","2019-12-17T11:24:50.066+02:00","","Burera","Kinoni","Karambo","Nkumba6",-1.46969375666231,29.7395399585366,"YES"
"572","-LwIBREZt-mmYLl9KlHV","2019-12-17T11:30:17.527+02:00","","Burera","Kinoni","Karambo","Nkumba",-1.46967208944261,29.739496121183,"NO"
"580","-LwIDPCAl80uycJ9ChXU","2019-12-17T11:37:33.576+02:00","","Burera","Kinoni","Karambo","Karambo",-1.46968801505864,29.739554040134,"YES"
"589","-LwIFv1j2kvILgIO8wIg","2019-12-17T11:49:57.425+02:00","","Burera","Kinoni","Karambo","Nkumba",-1.46968797314912,29.7395526152104,"NO"
"590","-LwIGmYXyCiHqZh8ViOp","2019-12-17T11:53:42.508+02:00","","Burera","Kinoni","Karambo","Nkumba",-1.46968822460622,29.7395369410515,"NO"
"591","-LwIGzD3EZ7cJdW4xxXC","2019-12-17T11:54:34.618+02:00","","Burera","Kinoni","Karambo","Nkumba",-1.46968751214445,29.7395386174321,"NO"
"615","-LwNaDGwuZFI5KmnlPVI","2019-12-18T12:38:39.874+02:00","","Rulindo","Tumba ","Gaseke ","Barari ",-1.71125731430948,29.9318625591695,"YES"
"616","-LwObnI9gd85GvAF4qG4","2019-12-18T17:26:03.469+02:00","","Burera","Gitovu","Buhembe","Mariba",-1.48819622118026,29.7967198770493,"NO"
"617","-LwOcVA_Ah6kNYGql9Uz","2019-12-18T17:28:37.365+02:00","","Burera","Gitovu","Buhembe","Mariba",-1.48820171132684,29.7967290133238,"NO"
"618","-LwP_cX8yUww3H7NATuT","2019-12-18T21:57:24.547+02:00","","Burera","Gitovu","Buhembe","Mariba",-1.49229166097939,29.7933079395443,"NO"
"619","-LwPaJhgBTAjy3AfWtdp","2019-12-18T22:00:03.851+02:00","","Burera","Gitovu ","Buhembe ","Mariba ",-1.49228663183749,29.7933278046548,"NO"
"621","-LwRoqZbsl4LOS1EYWtk","2019-12-19T08:23:01.851+02:00","","Burera","Gitovu","Buhembe","Mariba",-1.49205378256738,29.7934981249273,"NO"
"624","-LwRpVuFlU9X6yMF-VQd","2019-12-19T08:25:43.294+02:00","","Burera","Gitovu","Buhembe","Mariba",-1.49205554276705,29.7935077641159,"NO"
"625","-LwXPrnAfAS-qZZAoqu1","2019-12-20T10:27:27.325+02:00","","Rulindo","Tumba","Gaseke","Barari",-1.69763504527509,29.9424278642982,"NO"
"626","-LwXVff9MWnlf8DvWKku","2019-12-20T10:53:15.504+03:00","","Burera","Kinyababa","Murambo","Kaganda",-1.37513440568,29.8101849853992,"NO"
"627","-LwXVxWsf6RSDt1DNRCl","2019-12-20T10:54:34.997+03:00","","Burera","Kinyababa","Cyogo","Bugamba",-1.37512233573943,29.8102009948343,"NO"
"628","-LwXW2ct4pOJe9obROl0","2019-12-20T10:55:07.335+03:00","","Burera","Kinyababa","Cyogo","Bugamba",-1.37513935100287,29.8101757653058,"NO"
"629","-LwXW8t_hqOZxeiYcW2Q","2019-12-20T10:55:34.794+03:00","","Burera","Kinyababa","Cyogo","Bugamba",-1.37513847090304,29.8101733345538,"NO"
"630","-LwXWGfa_raUzn6oVMOl","2019-12-20T10:56:06.187+03:00","","Burera","Kinyababa","Cyogo","Bugamba",-1.37515204958618,29.8102237097919,"NO"
"631","-LwXWMi_CapZSc8ZhvNV","2019-12-20T10:56:29.261+03:00","","Burera","Kinyababa","Cyogo","Bugamba",-1.37516085058451,29.8101967200637,"NO"
"632","-LwXWYrPMbmRAthhyX_R","2019-12-20T10:57:16.016+03:00","","Burera","Kinyababa","Cyogo","Bugamba",-1.37512451503426,29.8101141583174,"NO"
"633","-LwXWeimEHUnQJPYiHSQ","2019-12-20T10:57:35.732+03:00","","Burera","Kinyababa","Cyogo","Bugamba",-1.37508356943727,29.8101142421365,"NO"
"634","-LwXWmIYT6vP33fjT6hH","2019-12-20T10:58:15.666+03:00","","Burera","Kinyababa","Cyogo","Bugamba",-1.37500549200922,29.8101457580924,"NO"
"635","-LwXWuUuC4xT5X_UeSQn","2019-12-20T10:58:50.478+03:00","","Burera","Kinyababa","Cyogo ","Bugamba",-1.37499627191573,29.8101434111595,"NO"
"636","-LwXX0U86Yh3_VRMlxEi","2019-12-20T10:59:19.288+03:00","","Burera","Kinyababa ","Cyogo","Bugamba",-1.37499853502959,29.8101336881518,"NO"
"637","-LwXX7yowsUNzXigkDHF","2019-12-20T10:59:49.866+03:00","","Burera","Kinyababa ","Cyogo","Bugamba",-1.37501496355981,29.8101116437465,"NO"
"638","-LwXXF432YssJmik2GHy","2019-12-20T11:00:18.701+03:00","","Burera","Kinyababa ","Cyogo","Bugamba ",-1.37507020030171,29.8100621905178,"NO"
"639","-LwXXL-gjv_3d0mKcoEk","2019-12-20T11:00:45.149+03:00","","Burera","Kinyababa ","Cyogo","Bugamba ",-1.37506630271673,29.8100579157472,"NO"
"640","-LwXXRLIg2r-O4y6XkdH","2019-12-20T11:01:12.147+03:00","","Burera","Kinyababa","Cyogo ","Bugamba",-1.37506135739386,29.8100738413632,"NO"
"641","-LwXXY5cQqUXscx3uTiZ","2019-12-20T11:01:38.352+03:00","","Burera","Kinyababa","Cyogo","Kinyababa ",-1.37511269655079,29.8100702371448,"NO"
"642","-LwXXdId1jyEcKLzQxvo","2019-12-20T11:02:04.122+03:00","","Burera","Kinyababa","Cyogo","Bugamba ",-1.37509970460087,29.8100321833044,"NO"
"643","-LwXXiROU23o0lxv5zAh","2019-12-20T11:02:26.119+03:00","","Burera","Kinyababa","Cyogo","Bugamba ",-1.37508922722191,29.8100346978754,"NO"
"644","-LwXXu2DUUM7wC0LKtvj","2019-12-20T11:02:58.558+03:00","","Burera","Kinyababa ","Cyogo","Bugamba ",-1.37505540624261,29.8100986517966,"NO"
"645","-LwXY-315eaZMTpsqYNd","2019-12-20T11:03:39.322+03:00","","Burera","Kinyababa ","Cyogo","Bugamba ",-1.37506060302258,29.8100954666734,"NO"
"646","-LwXY60fBjDRTwPPcsaR","2019-12-20T11:04:00.723+03:00","","Burera","Kinyababa ","Cyogo ","Bugamba ",-1.37508197687566,29.8101211152971,"NO"
"647","-LwXYEDRrmZRmbLnuqgF","2019-12-20T11:04:32.301+03:00","","Burera","Kinyababa ","Cyogo ","Bugamba ",-1.37511328328401,29.8100976459682,"NO"
"648","-LwXYKt02dSiBDZD_1NF","2019-12-20T11:05:03.702+03:00","","Burera","Kinyababa ","Cyogo ","Bugamba ",-1.37508281506598,29.8101165052503,"NO"
"649","-LwXYWe_voL3bpg810Ch","2019-12-20T11:05:55.329+03:00","","Burera","Kinyababa ","Cyogo ","Bugamba ",-1.3750427076593,29.8101250547916,"NO"
"650","-LwXYdTZBPIy2QP5vXxX","2019-12-20T11:06:26.588+03:00","","Burera","Kinyababa ","Cyogo ","Bugamba ",-1.37504442594945,29.8101696465164,"NO"
"651","-LwXYjpf4N8yQ3Ukj2sB","2019-12-20T11:06:52.469+03:00","","Burera","Kinyababa ","Cyogo ","Bugamba ",-1.37506165076047,29.8100440017879,"NO"
"652","-LwXYq1fZkaEqvj4FSga","2019-12-20T11:07:19.096+03:00","","Burera","Kinyababa ","Cyogo","Bugamba ",-1.37505025137216,29.810121031478,"NO"
"653","-LwXYvh1iA-jQ_bmeKcg","2019-12-20T11:07:43.026+03:00","","Burera","Kinyababa ","Cyogo ","Bugamba ",-1.37504568323493,29.8101073689759,"NO"
"654","-LwXZ-VwYi9-opFzjGDb","2019-12-20T11:08:03.734+03:00","","Burera","Kinyababa ","Cyogo","Bugamba ",-1.37505968101323,29.8101395554841,"NO"
"655","-LwXZ5hCenLy4gkQjlGu","2019-12-20T11:08:28.218+03:00","","Burera","Kinyababa ","Nduwayezu","Bugamba ",-1.3750876346603,29.8101124819368,"NO"
"656","-LwXZBGOcMzEqseZkuI8","2019-12-20T11:08:51.113+03:00","","Burera","Kinyababa ","Nduwayezu","Bugamba ",-1.37506709899753,29.8101114761084,"NO"
"657","-LwXZHvtsFf5N_kSMuGg","2019-12-20T11:09:17.817+03:00","","Burera","Kinyababa ","Cyogo ","Bugamba ",-1.37506831437349,29.8101080395281,"NO"
"658","-LwXZNOETTFceLb4XMn_","2019-12-20T11:09:41.132+03:00","","Burera","Kinyababa ","Cyogo ","Bugamba ",-1.37507694773376,29.8101336881518,"NO"
"659","-LwXZTehInBT-hmNcD95","2019-12-20T11:10:07.703+03:00","","Bugamba","Kinyababa ","Cyogo ","Bugamba ",-1.37509140651673,29.8101009149104,"NO"
"660","-LwXZZTyjDBsvFq6LsdK","2019-12-20T11:10:31.846+03:00","","Bugamba","Kinyababa ","Cyogo ","Bugamba ",-1.37509081978351,29.8101031780243,"NO"
"661","-LwXZdW9Dy0MnE0TsRed","2019-12-20T11:10:52.617+03:00","","Burera","Kinyababa ","Cyogo ","Bugamba ",-1.37509802822024,29.8100739251822,"NO"
"662","-LwXZixWAbOlTuSBXT9q","2019-12-20T11:11:11.51+03:00","","Burera","Kinyababa","Cyogo ","Bugamba ",-1.37503860052675,29.8100551497191,"NO"
"663","-LwXZovIpjo6lYyBP8yd","2019-12-20T11:11:36.955+03:00","","Burera","Kinyababa","Cyogo ","Bugamba ",-1.37501081451774,29.8101249709725,"NO"
"664","-LwXZuE1A1cAsCMbiUdO","2019-12-20T11:11:58.739+03:00","","Burera","Kinyababa ","Cyogo ","Bugamba ",-1.37503579258919,29.8101020883769,"NO"
"665","-LwX_0XUG0LYZ2lMKavU","2019-12-20T11:12:29.556+03:00","","Burera","Kinyababa ","Cyogo ","Bugamba ",-1.37505318503827,29.8101051896811,"NO"
"666","-LwX_78IMDktsz9qMvie","2019-12-20T11:12:58.065+03:00","","Burera","Kinyababa","Cyogo ","Bugamba ",-1.37504174374044,29.8101087100804,"NO"
"667","-LwX_EdYkPYaiTwUU_jy","2019-12-20T11:13:29.364+03:00","","Burera","Kinyababa ","Cyogo ","Bugamba ",-1.37499799020588,29.8101630248129,"NO"
"668","-LwX_OyRuW-xaAdXFoYV","2019-12-20T11:14:09.621+03:00","","Burera","Kinyababa","Cyogo ","Bugamba ",-1.37503516394645,29.8101359512657,"NO"
"669","-LwX_YVV8iFUczCKams2","2019-12-20T11:14:49.931+03:00","","Burera","Kinyababa ","Cyogo ","Bugamba ",-1.37508583255112,29.8100851569325,"NO"
"670","-LwX_cqFwbbuQZJ91twL","2019-12-20T11:15:12.033+03:00","","Burera","Kinyababa ","Cyogo ","Bugamba ",-1.37509735766798,29.8101055249572,"NO"
"671","-LwX_ie5ptX9GBWdweSL","2019-12-20T11:15:34.308+03:00","","Burera","Kinyababa ","Cyogo 
","Bugamba ",-1.37512749060988,29.8101529665291,"NO"
"672","-LwX_r4QgJm76OijHeEW","2019-12-20T11:16:01.684+03:00","","Burera","Kinyababa ","Cyogo 
","Bugamba ",-1.37510184198618,29.810168556869,"NO"
"673","-LwX_wwxy44Eg9aU6iU_","2019-12-20T11:16:33.211+03:00","","Burera","Kinyababa 
","Cyogo","Bugamba ",-1.37509832158685,29.810216166079,"NO"
"674","-LwXa49soSijNY5TZHgG","2019-12-20T11:17:06.033+03:00","","Burera","Kinyababa ","Cyogo ","Bugamba ",-1.37511416338384,29.8101292457432,"NO"
"675","-LwXa9xBPK_xFHtvIE9x","2019-12-20T11:17:30.813+03:00","","Burera","Kinyababa ","Cyogo ","Bugamba ",-1.37512388639152,29.8101505357772,"NO"
"676","-LwXaFYUgidoHfZ_xyNx","2019-12-20T11:17:51.96+03:00","","Burera","Kinyababa ","Cyogo ","Bugamba ",-1.3750810129568,29.8101006634533,"NO"
"677","-LwXaLvgQMzCYD_O6cRF","2019-12-20T11:18:18.952+03:00","","Burera","Kinyababa ","Cyogo ","Bugamba ",-1.37511248700321,29.8101100511849,"NO"
"678","-LwXaPGaibgF3ohAOwbn","2019-12-20T11:18:34.132+03:00","","Burera","Kinyababa ","Cyogo ","Bugamba ",-1.37509840540588,29.8100254777819,"NO"
"679","-LwXaVwXVuwUAqoDyZng","2019-12-20T11:18:59.43+03:00","","Burera","Kinyababa ","Cyogo ","Bugamba ",-1.37505972292274,29.8100988194346,"NO"
"680","-LwXafuwC3CQYAKHpGA3","2019-12-20T11:19:44.255+03:00","","Burera","Kinyababa ","Cyogo ","Bugamba ",-1.37504430022091,29.8100662976503,"NO"
"681","-LwXamNChQ6u7b8hyqCS","2019-12-20T11:20:08.822+03:00","","Burera","Kinyababa ","Cyogo ","Bugamba ",-1.37508713174611,29.8100372962654,"NO"
"682","-LwXavstKCVyJhGDUZDe","2019-12-20T11:20:47.18+03:00","","Burera","Kinyababa ","Cyogo ","Bugamba ",-1.37507535517216,29.8100885096937,"NO"
"683","-LwXbIUeHOalEnvhKr_u","2019-12-20T11:22:28.299+03:00","","Burera","Kinyababa ","Cyogo ","Bugamba ",-1.37512946035713,29.8100781161338,"NO"
"687","-LwXbyTDHjcWJPQeQw3q","2019-12-20T11:25:05.145+03:00","","Burera","Kinyababa 
","Cyogo ","Bugamba ",-1.37507778592408,29.8101258929819,"NO"
"688","-LwXc5EGLkLGvDmmAiY_","2019-12-20T11:25:50.203+03:00","","Burera","Kinyababa ","Cyogo ","Bugamba ",-1.37504572514445,29.8101300839335,"NO"
"689","-LwXcCbm9PA48tjq740b","2019-12-20T11:26:27.059+03:00","","Burera","Kinyababa ","Cyogo ","Bugamba ",-1.37505058664829,29.8101289942861,"NO"
"690","-LwXcaZDMN5DA9AV-Yxn","2019-12-20T11:28:05.537+03:00","","Burera","Kinyababa ","Cyogo ","Bugamba ",-1.3751420751214,29.810110302642,"NO"
"691","-LwXcjsLq8Z3CmilNYY1","2019-12-20T11:28:45.297+03:00","","Burera","Kinyababa ","Cyogo 
","Bugamba ",-1.37507606763393,29.8100341111422,"NO"
